passenger-carry, t = 0, b = 263, origin = 1, dest = 2, val = 1.0
reroute, t = 8, b = 239, origin = 2, dest = 2, val = 0.34020659357060556
reroute, t = 8, b = 241, origin = 1, dest = 1, val = 0.27493291010981463
reroute, t = 8, b = 243, origin = 1, dest = 1, val = 0.49572794142727933
reroute, t = 8, b = 255, origin = 2, dest = 2, val = 0.22504310819849976
reroute, t = 8, b = 257, origin = 1, dest = 1, val = 0.6201843234538401
reroute, t = 8, b = 257, origin = 2, dest = 2, val = 0.9245348052760485
reroute, t = 8, b = 261, origin = 2, dest = 1, val = 0.4339239996721438
reroute, t = 8, b = 263, origin = 0, dest = 0, val = 1.039155316067241
reroute, t = 8, b = 263, origin = 1, dest = 1, val = 0.319072904853505
reroute, t = 8, b = 263, origin = 2, dest = 2, val = 0.9233665847988084
reroute, t = 8, b = 263, origin = 3, dest = 3, val = 1.765451936747195
reroute, t = 9, b = 91, origin = 0, dest = 2, val = 0.2399908044298989
reroute, t = 9, b = 137, origin = 3, dest = 0, val = 0.22115156871641178
reroute, t = 9, b = 161, origin = 1, dest = 2, val = 0.27526518593312627
reroute, t = 9, b = 197, origin = 3, dest = 1, val = 0.13842378753081847
reroute, t = 9, b = 199, origin = 2, dest = 2, val = 0.2801200732474065
reroute, t = 9, b = 207, origin = 0, dest = 0, val = 0.17905612603071147
reroute, t = 9, b = 209, origin = 0, dest = 0, val = 0.34844695831964767
reroute, t = 9, b = 213, origin = 3, dest = 3, val = 0.4213904384353828
reroute, t = 9, b = 215, origin = 2, dest = 1, val = 0.16049154336067473
reroute, t = 9, b = 225, origin = 2, dest = 2, val = 0.3440654350013266
reroute, t = 9, b = 227, origin = 1, dest = 1, val = 0.22774611999348493
reroute, t = 9, b = 227, origin = 2, dest = 2, val = 0.19648814248861657
reroute, t = 9, b = 233, origin = 1, dest = 1, val = 0.23060994454680778
reroute, t = 9, b = 239, origin = 1, dest = 1, val = 0.35214861932656394
reroute, t = 9, b = 239, origin = 2, dest = 2, val = 0.34020659357060556
reroute, t = 9, b = 241, origin = 1, dest = 1, val = 0.27493291010981463
reroute, t = 9, b = 243, origin = 1, dest = 1, val = 0.49572794142727933
reroute, t = 9, b = 255, origin = 1, dest = 1, val = 0.4339239996721438
reroute, t = 9, b = 255, origin = 2, dest = 2, val = 0.22504310819849976
reroute, t = 9, b = 257, origin = 1, dest = 1, val = 0.6201843234538401
reroute, t = 9, b = 257, origin = 2, dest = 2, val = 0.9245348052760485
reroute, t = 9, b = 263, origin = 0, dest = 0, val = 0.8945668926006978
reroute, t = 9, b = 263, origin = 1, dest = 1, val = 0.319072904853505
reroute, t = 9, b = 263, origin = 2, dest = 2, val = 0.9233665847988084
reroute, t = 9, b = 263, origin = 3, dest = 3, val = 1.765451936747195
reroute, t = 10, b = 155, origin = 2, dest = 1, val = 0.27526518593312627
reroute, t = 10, b = 189, origin = 1, dest = 3, val = 0.13842378753081847
reroute, t = 10, b = 199, origin = 2, dest = 2, val = 0.2801200732474065
reroute, t = 10, b = 201, origin = 2, dest = 1, val = 0.13583325663642926
reroute, t = 10, b = 205, origin = 2, dest = 2, val = 0.15630438764523322
reroute, t = 10, b = 207, origin = 0, dest = 0, val = 0.17905612603071147
reroute, t = 10, b = 209, origin = 0, dest = 0, val = 0.34844695831964767
reroute, t = 10, b = 209, origin = 1, dest = 1, val = 0.16049154336067473
reroute, t = 10, b = 213, origin = 3, dest = 3, val = 0.4213904384353828
reroute, t = 10, b = 225, origin = 2, dest = 2, val = 0.3440654350013266
reroute, t = 10, b = 227, origin = 1, dest = 1, val = 0.22774611999348493
reroute, t = 10, b = 227, origin = 2, dest = 1, val = 0.19648814248861657
reroute, t = 10, b = 233, origin = 1, dest = 1, val = 0.23060994454680778
reroute, t = 10, b = 239, origin = 1, dest = 1, val = 0.35214861932656394
reroute, t = 10, b = 239, origin = 2, dest = 2, val = 0.34020659357060556
reroute, t = 10, b = 243, origin = 1, dest = 1, val = 0.49572794142727933
reroute, t = 10, b = 255, origin = 1, dest = 1, val = 0.4339239996721438
reroute, t = 10, b = 255, origin = 2, dest = 2, val = 0.22504310819849976
reroute, t = 10, b = 257, origin = 1, dest = 1, val = 0.2983611879460537
reroute, t = 10, b = 257, origin = 2, dest = 2, val = 0.9245348052760485
reroute, t = 10, b = 263, origin = 0, dest = 0, val = 0.3283321630003278
reroute, t = 10, b = 263, origin = 1, dest = 1, val = 0.319072904853505
reroute, t = 10, b = 263, origin = 2, dest = 2, val = 0.9233665847988084
reroute, t = 10, b = 263, origin = 3, dest = 3, val = 1.765451936747195
reroute, t = 11, b = 53, origin = 2, dest = 2, val = 0.2399908044298989
reroute, t = 11, b = 133, origin = 3, dest = 1, val = 0.10368534121666717
reroute, t = 11, b = 183, origin = 3, dest = 3, val = 0.13842378753081847
reroute, t = 11, b = 195, origin = 1, dest = 1, val = 0.13583325663642926
reroute, t = 11, b = 199, origin = 2, dest = 2, val = 0.2801200732474065
reroute, t = 11, b = 205, origin = 2, dest = 3, val = 0.15630438764523322
reroute, t = 11, b = 207, origin = 0, dest = 2, val = 0.17905612603071147
reroute, t = 11, b = 209, origin = 0, dest = 0, val = 0.34844695831964767
reroute, t = 11, b = 209, origin = 1, dest = 1, val = 0.16049154336067473
reroute, t = 11, b = 213, origin = 3, dest = 3, val = 0.4213904384353828
reroute, t = 11, b = 221, origin = 1, dest = 1, val = 0.19648814248861657
reroute, t = 11, b = 225, origin = 2, dest = 2, val = 0.3440654350013266
reroute, t = 11, b = 227, origin = 1, dest = 1, val = 0.22774611999348493
reroute, t = 11, b = 235, origin = 3, dest = 3, val = 0.27493291010981463
reroute, t = 11, b = 239, origin = 1, dest = 1, val = 0.35214861932656394
reroute, t = 11, b = 239, origin = 2, dest = 2, val = 0.34020659357060556
reroute, t = 11, b = 243, origin = 1, dest = 1, val = 0.20116208936004698
reroute, t = 11, b = 251, origin = 3, dest = 3, val = 0.3218231355077864
reroute, t = 11, b = 255, origin = 1, dest = 1, val = 0.3252458973569772
reroute, t = 11, b = 255, origin = 2, dest = 2, val = 0.22504310819849976
reroute, t = 11, b = 257, origin = 0, dest = 0, val = 0.56623472960037
reroute, t = 11, b = 257, origin = 1, dest = 1, val = 0.2983611879460537
reroute, t = 11, b = 257, origin = 2, dest = 2, val = 0.9245348052760485
reroute, t = 11, b = 263, origin = 0, dest = 0, val = 0.3283321630003278
reroute, t = 11, b = 263, origin = 1, dest = 1, val = 0.319072904853505
reroute, t = 11, b = 263, origin = 2, dest = 2, val = 0.9233665847988084
reroute, t = 11, b = 263, origin = 3, dest = 3, val = 1.765451936747195
reroute, t = 12, b = 53, origin = 2, dest = 2, val = 0.2399908044298989
reroute, t = 12, b = 97, origin = 0, dest = 0, val = 0.22115156871641178
reroute, t = 12, b = 125, origin = 1, dest = 1, val = 0.10368534121666717
reroute, t = 12, b = 143, origin = 2, dest = 1, val = 0.27526518593312627
reroute, t = 12, b = 183, origin = 3, dest = 3, val = 0.13842378753081847
reroute, t = 12, b = 193, origin = 3, dest = 1, val = 0.15630438764523322
reroute, t = 12, b = 195, origin = 1, dest = 0, val = 0.13583325663642926
reroute, t = 12, b = 199, origin = 2, dest = 2, val = 0.2801200732474065
reroute, t = 12, b = 209, origin = 0, dest = 0, val = 0.34844695831964767
reroute, t = 12, b = 209, origin = 1, dest = 1, val = 0.16049154336067473
reroute, t = 12, b = 213, origin = 3, dest = 3, val = 0.4213904384353828
reroute, t = 12, b = 221, origin = 1, dest = 1, val = 0.19648814248861657
reroute, t = 12, b = 225, origin = 2, dest = 2, val = 0.3440654350013266
reroute, t = 12, b = 227, origin = 1, dest = 1, val = 0.22774611999348493
reroute, t = 12, b = 227, origin = 2, dest = 2, val = 0.23060994454680778
reroute, t = 12, b = 235, origin = 3, dest = 3, val = 0.27493291010981463
reroute, t = 12, b = 237, origin = 3, dest = 3, val = 0.29456585206723235
reroute, t = 12, b = 239, origin = 1, dest = 1, val = 0.35214861932656394
reroute, t = 12, b = 239, origin = 2, dest = 2, val = 0.34020659357060556
reroute, t = 12, b = 243, origin = 1, dest = 1, val = 0.20116208936004698
reroute, t = 12, b = 249, origin = 3, dest = 3, val = 0.10867810231516661
reroute, t = 12, b = 251, origin = 3, dest = 3, val = 0.3218231355077864
reroute, t = 12, b = 255, origin = 1, dest = 1, val = 0.3252458973569772
reroute, t = 12, b = 255, origin = 2, dest = 2, val = 0.22504310819849976
reroute, t = 12, b = 257, origin = 0, dest = 0, val = 0.37658037248408216
reroute, t = 12, b = 257, origin = 1, dest = 1, val = 0.2983611879460537
reroute, t = 12, b = 257, origin = 2, dest = 2, val = 0.9245348052760485
reroute, t = 12, b = 263, origin = 0, dest = 0, val = 0.3283321630003278
reroute, t = 12, b = 263, origin = 1, dest = 1, val = 0.319072904853505
reroute, t = 12, b = 263, origin = 2, dest = 2, val = 0.9233665847988084
reroute, t = 12, b = 263, origin = 3, dest = 3, val = 1.765451936747195
reroute, t = 13, b = 53, origin = 2, dest = 2, val = 0.2399908044298989
reroute, t = 13, b = 125, origin = 1, dest = 2, val = 0.10368534121666717
reroute, t = 13, b = 137, origin = 1, dest = 3, val = 0.27526518593312627
reroute, t = 13, b = 169, origin = 2, dest = 2, val = 0.17905612603071147
reroute, t = 13, b = 183, origin = 3, dest = 3, val = 0.13842378753081847
reroute, t = 13, b = 185, origin = 1, dest = 1, val = 0.15630438764523322
reroute, t = 13, b = 199, origin = 2, dest = 2, val = 0.2801200732474065
reroute, t = 13, b = 209, origin = 1, dest = 1, val = 0.16049154336067473
reroute, t = 13, b = 213, origin = 3, dest = 1, val = 0.28252253285358575
reroute, t = 13, b = 213, origin = 3, dest = 3, val = 0.13886790558179704
reroute, t = 13, b = 221, origin = 1, dest = 1, val = 0.19648814248861657
reroute, t = 13, b = 225, origin = 2, dest = 2, val = 0.3440654350013266
reroute, t = 13, b = 227, origin = 1, dest = 3, val = 0.22774611999348493
reroute, t = 13, b = 227, origin = 2, dest = 2, val = 0.23060994454680778
reroute, t = 13, b = 235, origin = 3, dest = 3, val = 0.27493291010981463
reroute, t = 13, b = 237, origin = 3, dest = 3, val = 0.29456585206723235
reroute, t = 13, b = 239, origin = 1, dest = 1, val = 0.35214861932656394
reroute, t = 13, b = 239, origin = 2, dest = 2, val = 0.34020659357060556
reroute, t = 13, b = 243, origin = 1, dest = 1, val = 0.20116208936004698
reroute, t = 13, b = 249, origin = 3, dest = 3, val = 0.10867810231516661
reroute, t = 13, b = 251, origin = 3, dest = 3, val = 0.3218231355077864
reroute, t = 13, b = 255, origin = 1, dest = 1, val = 0.3252458973569772
reroute, t = 13, b = 255, origin = 2, dest = 2, val = 0.22504310819849976
reroute, t = 13, b = 257, origin = 0, dest = 0, val = 0.2804216801029728
reroute, t = 13, b = 257, origin = 1, dest = 1, val = 0.2983611879460537
reroute, t = 13, b = 257, origin = 2, dest = 2, val = 0.9245348052760485
reroute, t = 13, b = 263, origin = 0, dest = 0, val = 0.3283321630003278
reroute, t = 13, b = 263, origin = 1, dest = 1, val = 0.319072904853505
reroute, t = 13, b = 263, origin = 2, dest = 2, val = 0.9233665847988084
reroute, t = 13, b = 263, origin = 3, dest = 3, val = 1.765451936747195
reroute, t = 14, b = 53, origin = 2, dest = 2, val = 0.2399908044298989
reroute, t = 14, b = 119, origin = 2, dest = 3, val = 0.10368534121666717
reroute, t = 14, b = 131, origin = 3, dest = 1, val = 0.27526518593312627
reroute, t = 14, b = 169, origin = 2, dest = 2, val = 0.17905612603071147
reroute, t = 14, b = 183, origin = 3, dest = 3, val = 0.13842378753081847
reroute, t = 14, b = 185, origin = 1, dest = 1, val = 0.15630438764523322
reroute, t = 14, b = 199, origin = 2, dest = 2, val = 0.2801200732474065
reroute, t = 14, b = 203, origin = 0, dest = 0, val = 0.1943469844207381
reroute, t = 14, b = 205, origin = 1, dest = 1, val = 0.28252253285358575
reroute, t = 14, b = 209, origin = 1, dest = 1, val = 0.16049154336067473
reroute, t = 14, b = 213, origin = 3, dest = 3, val = 0.13886790558179704
reroute, t = 14, b = 221, origin = 1, dest = 1, val = 0.19648814248861657
reroute, t = 14, b = 221, origin = 3, dest = 3, val = 0.22774611999348493
reroute, t = 14, b = 225, origin = 2, dest = 2, val = 0.3440654350013266
reroute, t = 14, b = 227, origin = 2, dest = 2, val = 0.23060994454680778
reroute, t = 14, b = 235, origin = 3, dest = 3, val = 0.27493291010981463
reroute, t = 14, b = 237, origin = 3, dest = 3, val = 0.29456585206723235
reroute, t = 14, b = 239, origin = 1, dest = 1, val = 0.35214861932656394
reroute, t = 14, b = 239, origin = 2, dest = 2, val = 0.34020659357060556
reroute, t = 14, b = 243, origin = 1, dest = 1, val = 0.20116208936004698
reroute, t = 14, b = 245, origin = 0, dest = 0, val = 0.18965435711628786
reroute, t = 14, b = 249, origin = 3, dest = 3, val = 0.10867810231516661
reroute, t = 14, b = 251, origin = 3, dest = 3, val = 0.3218231355077864
reroute, t = 14, b = 255, origin = 1, dest = 1, val = 0.3252458973569772
reroute, t = 14, b = 255, origin = 2, dest = 2, val = 0.22504310819849976
reroute, t = 14, b = 257, origin = 0, dest = 0, val = 0.2804216801029728
reroute, t = 14, b = 257, origin = 1, dest = 1, val = 0.2983611879460537
reroute, t = 14, b = 257, origin = 2, dest = 2, val = 0.9245348052760485
reroute, t = 14, b = 263, origin = 0, dest = 0, val = 0.3283321630003278
reroute, t = 14, b = 263, origin = 1, dest = 1, val = 0.319072904853505
reroute, t = 14, b = 263, origin = 2, dest = 2, val = 0.9233665847988084
reroute, t = 14, b = 263, origin = 3, dest = 3, val = 1.765451936747195
reroute, t = 15, b = 53, origin = 2, dest = 2, val = 0.2399908044298989
reroute, t = 15, b = 107, origin = 3, dest = 3, val = 0.10368534121666717
reroute, t = 15, b = 123, origin = 1, dest = 1, val = 0.27526518593312627
reroute, t = 15, b = 157, origin = 0, dest = 0, val = 0.13583325663642926
reroute, t = 15, b = 169, origin = 2, dest = 2, val = 0.17905612603071147
reroute, t = 15, b = 183, origin = 3, dest = 3, val = 0.13842378753081847
reroute, t = 15, b = 185, origin = 1, dest = 1, val = 0.15630438764523322
reroute, t = 15, b = 199, origin = 2, dest = 0, val = 0.2801200732474065
reroute, t = 15, b = 203, origin = 0, dest = 0, val = 0.1943469844207381
reroute, t = 15, b = 209, origin = 1, dest = 1, val = 0.16049154336067473
reroute, t = 15, b = 213, origin = 3, dest = 3, val = 0.13886790558179704
reroute, t = 15, b = 221, origin = 1, dest = 1, val = 0.19648814248861657
reroute, t = 15, b = 221, origin = 3, dest = 2, val = 0.22774611999348493
reroute, t = 15, b = 225, origin = 2, dest = 2, val = 0.3440654350013266
reroute, t = 15, b = 227, origin = 2, dest = 2, val = 0.23060994454680778
reroute, t = 15, b = 235, origin = 3, dest = 3, val = 0.27493291010981463
reroute, t = 15, b = 237, origin = 3, dest = 2, val = 0.29456585206723235
reroute, t = 15, b = 239, origin = 1, dest = 1, val = 0.12617238330861813
reroute, t = 15, b = 239, origin = 2, dest = 2, val = 0.34020659357060556
reroute, t = 15, b = 243, origin = 1, dest = 1, val = 0.20116208936004698
reroute, t = 15, b = 249, origin = 3, dest = 3, val = 0.10867810231516661
reroute, t = 15, b = 251, origin = 3, dest = 3, val = 0.3218231355077864
reroute, t = 15, b = 255, origin = 2, dest = 2, val = 0.22504310819849976
reroute, t = 15, b = 257, origin = 1, dest = 1, val = 0.19820583619410428
reroute, t = 15, b = 257, origin = 2, dest = 2, val = 0.9245348052760485
reroute, t = 15, b = 263, origin = 0, dest = 0, val = 0.3283321630003278
reroute, t = 15, b = 263, origin = 1, dest = 1, val = 0.319072904853505
reroute, t = 15, b = 263, origin = 2, dest = 2, val = 0.9233665847988084
reroute, t = 15, b = 263, origin = 3, dest = 3, val = 1.765451936747195
reroute, t = 16, b = 53, origin = 2, dest = 2, val = 0.2399908044298989
reroute, t = 16, b = 107, origin = 3, dest = 3, val = 0.10368534121666717
reroute, t = 16, b = 123, origin = 1, dest = 2, val = 0.27526518593312627
reroute, t = 16, b = 157, origin = 0, dest = 0, val = 0.13583325663642926
reroute, t = 16, b = 183, origin = 3, dest = 3, val = 0.13842378753081847
reroute, t = 16, b = 185, origin = 1, dest = 1, val = 0.15630438764523322
reroute, t = 16, b = 207, origin = 2, dest = 1, val = 0.22774611999348493
reroute, t = 16, b = 209, origin = 1, dest = 1, val = 0.16049154336067473
reroute, t = 16, b = 221, origin = 1, dest = 1, val = 0.19648814248861657
reroute, t = 16, b = 223, origin = 2, dest = 2, val = 0.29456585206723235
reroute, t = 16, b = 225, origin = 2, dest = 2, val = 0.17589176391210806
reroute, t = 16, b = 227, origin = 2, dest = 2, val = 0.23060994454680778
reroute, t = 16, b = 235, origin = 3, dest = 1, val = 0.27493291010981463
reroute, t = 16, b = 239, origin = 1, dest = 1, val = 0.12617238330861813
reroute, t = 16, b = 239, origin = 2, dest = 3, val = 0.34020659357060556
reroute, t = 16, b = 243, origin = 1, dest = 1, val = 0.20116208936004698
reroute, t = 16, b = 249, origin = 3, dest = 3, val = 0.10867810231516661
reroute, t = 16, b = 257, origin = 1, dest = 1, val = 0.19820583619410428
reroute, t = 16, b = 257, origin = 2, dest = 2, val = 0.6613522661978474
reroute, t = 16, b = 263, origin = 1, dest = 1, val = 0.319072904853505
reroute, t = 16, b = 263, origin = 2, dest = 2, val = 0.7588220291954392
reroute, t = 16, b = 263, origin = 3, dest = 3, val = 1.2261429778367785
reroute, t = 17, b = 47, origin = 2, dest = 1, val = 0.22115156871641178
reroute, t = 17, b = 53, origin = 2, dest = 2, val = 0.2399908044298989
reroute, t = 17, b = 107, origin = 3, dest = 1, val = 0.10368534121666717
reroute, t = 17, b = 117, origin = 2, dest = 2, val = 0.27526518593312627
reroute, t = 17, b = 157, origin = 3, dest = 3, val = 0.17905612603071147
reroute, t = 17, b = 159, origin = 2, dest = 3, val = 0.1540999738989096
reroute, t = 17, b = 165, origin = 0, dest = 0, val = 0.2801200732474065
reroute, t = 17, b = 183, origin = 3, dest = 3, val = 0.13842378753081847
reroute, t = 17, b = 185, origin = 1, dest = 1, val = 0.15630438764523322
reroute, t = 17, b = 189, origin = 2, dest = 2, val = 0.14458842346654333
reroute, t = 17, b = 201, origin = 1, dest = 1, val = 0.22774611999348493
reroute, t = 17, b = 207, origin = 2, dest = 2, val = 0.18965435711628786
reroute, t = 17, b = 209, origin = 1, dest = 1, val = 0.16049154336067473
reroute, t = 17, b = 213, origin = 3, dest = 3, val = 0.16817367108921855
reroute, t = 17, b = 219, origin = 2, dest = 2, val = 0.2804216801029728
reroute, t = 17, b = 221, origin = 1, dest = 1, val = 0.19648814248861657
reroute, t = 17, b = 223, origin = 2, dest = 2, val = 0.29456585206723235
reroute, t = 17, b = 225, origin = 2, dest = 2, val = 0.17589176391210806
reroute, t = 17, b = 227, origin = 1, dest = 1, val = 0.27493291010981463
reroute, t = 17, b = 227, origin = 2, dest = 2, val = 0.23060994454680778
reroute, t = 17, b = 227, origin = 3, dest = 3, val = 0.34020659357060556
reroute, t = 17, b = 239, origin = 1, dest = 1, val = 0.12617238330861813
reroute, t = 17, b = 243, origin = 1, dest = 1, val = 0.20116208936004698
reroute, t = 17, b = 243, origin = 3, dest = 3, val = 0.22504310819849976
reroute, t = 17, b = 245, origin = 3, dest = 3, val = 0.2631825390782011
reroute, t = 17, b = 249, origin = 3, dest = 3, val = 0.10867810231516661
reroute, t = 17, b = 251, origin = 3, dest = 3, val = 0.16454455560336917
reroute, t = 17, b = 257, origin = 1, dest = 1, val = 0.19820583619410428
reroute, t = 17, b = 257, origin = 2, dest = 2, val = 0.6613522661978474
reroute, t = 17, b = 263, origin = 1, dest = 1, val = 0.319072904853505
reroute, t = 17, b = 263, origin = 2, dest = 2, val = 0.7588220291954392
reroute, t = 17, b = 263, origin = 3, dest = 3, val = 1.2261429778367785
reroute, t = 18, b = 41, origin = 1, dest = 1, val = 0.22115156871641178
reroute, t = 18, b = 53, origin = 2, dest = 3, val = 0.2399908044298989
reroute, t = 18, b = 99, origin = 1, dest = 1, val = 0.10368534121666717
reroute, t = 18, b = 117, origin = 2, dest = 2, val = 0.27526518593312627
reroute, t = 18, b = 147, origin = 3, dest = 3, val = 0.1540999738989096
reroute, t = 18, b = 151, origin = 0, dest = 0, val = 0.13583325663642926
reroute, t = 18, b = 157, origin = 3, dest = 2, val = 0.17905612603071147
reroute, t = 18, b = 183, origin = 3, dest = 3, val = 0.13842378753081847
reroute, t = 18, b = 185, origin = 1, dest = 1, val = 0.15630438764523322
reroute, t = 18, b = 189, origin = 2, dest = 2, val = 0.14458842346654333
reroute, t = 18, b = 201, origin = 1, dest = 1, val = 0.22774611999348493
reroute, t = 18, b = 207, origin = 2, dest = 2, val = 0.18965435711628786
reroute, t = 18, b = 209, origin = 1, dest = 1, val = 0.16049154336067473
reroute, t = 18, b = 213, origin = 3, dest = 3, val = 0.16817367108921855
reroute, t = 18, b = 219, origin = 2, dest = 2, val = 0.2804216801029728
reroute, t = 18, b = 221, origin = 1, dest = 1, val = 0.19648814248861657
reroute, t = 18, b = 223, origin = 2, dest = 2, val = 0.29456585206723235
reroute, t = 18, b = 225, origin = 2, dest = 2, val = 0.17589176391210806
reroute, t = 18, b = 227, origin = 1, dest = 1, val = 0.27493291010981463
reroute, t = 18, b = 227, origin = 2, dest = 2, val = 0.23060994454680778
reroute, t = 18, b = 227, origin = 3, dest = 1, val = 0.34020659357060556
reroute, t = 18, b = 239, origin = 1, dest = 1, val = 0.10705128869845984
reroute, t = 18, b = 243, origin = 1, dest = 1, val = 0.20116208936004698
reroute, t = 18, b = 243, origin = 3, dest = 3, val = 0.22504310819849976
reroute, t = 18, b = 245, origin = 3, dest = 3, val = 0.2631825390782011
reroute, t = 18, b = 249, origin = 3, dest = 3, val = 0.10867810231516661
reroute, t = 18, b = 251, origin = 3, dest = 3, val = 0.16454455560336917
reroute, t = 18, b = 257, origin = 1, dest = 1, val = 0.19820583619410428
reroute, t = 18, b = 257, origin = 2, dest = 2, val = 0.6613522661978474
reroute, t = 18, b = 263, origin = 1, dest = 1, val = 0.319072904853505
reroute, t = 18, b = 263, origin = 2, dest = 2, val = 0.7588220291954392
reroute, t = 18, b = 263, origin = 3, dest = 3, val = 1.2261429778367785
reroute, t = 19, b = 41, origin = 1, dest = 1, val = 0.22115156871641178
reroute, t = 19, b = 41, origin = 3, dest = 3, val = 0.2399908044298989
reroute, t = 19, b = 117, origin = 2, dest = 3, val = 0.27526518593312627
reroute, t = 19, b = 147, origin = 3, dest = 3, val = 0.1540999738989096
reroute, t = 19, b = 151, origin = 0, dest = 2, val = 0.13583325663642926
reroute, t = 19, b = 167, origin = 0, dest = 1, val = 0.13886790558179704
reroute, t = 19, b = 183, origin = 3, dest = 3, val = 0.13842378753081847
reroute, t = 19, b = 189, origin = 2, dest = 2, val = 0.14458842346654333
reroute, t = 19, b = 201, origin = 1, dest = 1, val = 0.22774611999348493
reroute, t = 19, b = 207, origin = 2, dest = 2, val = 0.18965435711628786
reroute, t = 19, b = 209, origin = 1, dest = 2, val = 0.16049154336067473
reroute, t = 19, b = 213, origin = 0, dest = 0, val = 0.10015535175194945
reroute, t = 19, b = 213, origin = 3, dest = 3, val = 0.16817367108921855
reroute, t = 19, b = 219, origin = 1, dest = 1, val = 0.34020659357060556
reroute, t = 19, b = 219, origin = 2, dest = 2, val = 0.2804216801029728
reroute, t = 19, b = 221, origin = 1, dest = 1, val = 0.19648814248861657
reroute, t = 19, b = 223, origin = 2, dest = 2, val = 0.29456585206723235
reroute, t = 19, b = 225, origin = 2, dest = 2, val = 0.17589176391210806
reroute, t = 19, b = 227, origin = 2, dest = 2, val = 0.23060994454680778
reroute, t = 19, b = 243, origin = 1, dest = 1, val = 0.20116208936004698
reroute, t = 19, b = 243, origin = 3, dest = 3, val = 0.22504310819849976
reroute, t = 19, b = 245, origin = 3, dest = 3, val = 0.2631825390782011
reroute, t = 19, b = 251, origin = 3, dest = 3, val = 0.16454455560336917
reroute, t = 19, b = 257, origin = 1, dest = 1, val = 0.19820583619410428
reroute, t = 19, b = 257, origin = 2, dest = 2, val = 0.6613522661978474
reroute, t = 19, b = 263, origin = 2, dest = 2, val = 0.7588220291954392
reroute, t = 19, b = 263, origin = 3, dest = 3, val = 0.3348210801519451
reroute, t = 20, b = 41, origin = 1, dest = 1, val = 0.22115156871641178
reroute, t = 20, b = 41, origin = 3, dest = 3, val = 0.2399908044298989
reroute, t = 20, b = 97, origin = 1, dest = 1, val = 0.10368534121666717
reroute, t = 20, b = 105, origin = 3, dest = 3, val = 0.27526518593312627
reroute, t = 20, b = 143, origin = 2, dest = 3, val = 0.17905612603071147
reroute, t = 20, b = 147, origin = 3, dest = 3, val = 0.1540999738989096
reroute, t = 20, b = 153, origin = 0, dest = 0, val = 0.2801200732474065
reroute, t = 20, b = 155, origin = 0, dest = 0, val = 0.28252253285358575
reroute, t = 20, b = 179, origin = 0, dest = 0, val = 0.1943469844207381
reroute, t = 20, b = 183, origin = 1, dest = 2, val = 0.15630438764523322
reroute, t = 20, b = 183, origin = 3, dest = 3, val = 0.13842378753081847
reroute, t = 20, b = 189, origin = 0, dest = 0, val = 0.22597623601794584
reroute, t = 20, b = 189, origin = 2, dest = 2, val = 0.14458842346654333
reroute, t = 20, b = 199, origin = 0, dest = 0, val = 0.3218231355077864
reroute, t = 20, b = 201, origin = 1, dest = 1, val = 0.22774611999348493
reroute, t = 20, b = 203, origin = 2, dest = 1, val = 0.16049154336067473
reroute, t = 20, b = 205, origin = 0, dest = 0, val = 0.3252458973569772
reroute, t = 20, b = 207, origin = 2, dest = 2, val = 0.18965435711628786
reroute, t = 20, b = 211, origin = 0, dest = 0, val = 0.5393089589104165
reroute, t = 20, b = 213, origin = 0, dest = 0, val = 0.10015535175194945
reroute, t = 20, b = 213, origin = 3, dest = 3, val = 0.16817367108921855
reroute, t = 20, b = 219, origin = 1, dest = 1, val = 0.34020659357060556
reroute, t = 20, b = 219, origin = 2, dest = 2, val = 0.2804216801029728
reroute, t = 20, b = 221, origin = 1, dest = 1, val = 0.19648814248861657
reroute, t = 20, b = 223, origin = 2, dest = 2, val = 0.29456585206723235
reroute, t = 20, b = 225, origin = 1, dest = 1, val = 0.27493291010981463
reroute, t = 20, b = 225, origin = 2, dest = 2, val = 0.17589176391210806
reroute, t = 20, b = 227, origin = 2, dest = 2, val = 0.23060994454680778
reroute, t = 20, b = 237, origin = 1, dest = 1, val = 0.10705128869845984
reroute, t = 20, b = 239, origin = 0, dest = 0, val = 0.3283321630003278
reroute, t = 20, b = 243, origin = 1, dest = 1, val = 0.20116208936004698
reroute, t = 20, b = 243, origin = 3, dest = 3, val = 0.22504310819849976
reroute, t = 20, b = 245, origin = 3, dest = 3, val = 0.2631825390782011
reroute, t = 20, b = 251, origin = 3, dest = 3, val = 0.16454455560336917
reroute, t = 20, b = 257, origin = 1, dest = 1, val = 0.19820583619410428
reroute, t = 20, b = 257, origin = 2, dest = 2, val = 0.6613522661978474
reroute, t = 20, b = 261, origin = 1, dest = 1, val = 0.25824646423623787
reroute, t = 20, b = 263, origin = 2, dest = 2, val = 0.7588220291954392
reroute, t = 20, b = 263, origin = 3, dest = 3, val = 0.3348210801519451
reroute, t = 21, b = 41, origin = 1, dest = 1, val = 0.22115156871641178
reroute, t = 21, b = 41, origin = 3, dest = 3, val = 0.2399908044298989
reroute, t = 21, b = 97, origin = 1, dest = 1, val = 0.10368534121666717
reroute, t = 21, b = 105, origin = 3, dest = 3, val = 0.27526518593312627
reroute, t = 21, b = 113, origin = 2, dest = 2, val = 0.13583325663642926
reroute, t = 21, b = 131, origin = 1, dest = 1, val = 0.13886790558179704
reroute, t = 21, b = 131, origin = 3, dest = 3, val = 0.17905612603071147
